geoid,countyfp,job_dens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,pop10,areakm,popdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,pollvoter_dens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
55021970100,21,0.05604,0.06153,0,0.94489,0,0.06303,0,0.11977,0,0.10116,0,0.00247,1,0.00693,1,0.0559,0,0.92407,0,0.06556,0,4153,371.13786,11.18991,0.22231,0,0.08046,0.07161,0.02403,,0.19135
55021970200,21,0.04544,0.02489,0,0.94989,0,0.08668,0,0.09019,0,0.06552,0,0.00212,1,0.00336,1,0.03179,0,0.95002,0,0.10011,0,5868,194.27314,30.2049,0.25751,0,0.10517,0.11207,0.12603,0.0,0.20025
55021970300,21,0.07562,0.03263,0,0.949,0,0.09765,0,0.12451,0,0.07857,0,0.00119,1,0.00214,1,0.05578,0,0.91669,0,0.0748,0,4008,199.4392,20.09635,0.20909,0,0.0773,0.15232,0.33025,0.0,0.29574
55021970400,21,0.21261,0.01321,1,0.82247,0,0.13337,0,0.12578,0,0.11288,0,0.00149,1,0.05532,0,0.02744,0,0.88831,0,0.1252,0,6557,38.42904,170.62617,0.42342,0,0.06747,0.36802,0.42504,0.10262,0.29736
55021970500,21,0.13054,0.02012,0,0.97082,0,0.11435,0,0.1491,0,0.09864,0,0.01088,1,0.0322,0,0.06281,0,0.83447,0,0.07252,0,4316,14.77845,292.04686,0.33111,0,0.04492,0.39804,0.45365,0.73146,0.34728
55021970600,21,0.03719,0.01082,0,0.97899,0,0.10672,0,0.03685,0,0.05292,0,0.00806,1,0.0,1,0.01938,0,0.96429,0,0.087,0,4632,289.40816,16.00508,0.10292,0,0.09947,0.22078,0.10155,0.03775,0.29423
55021970700,21,0.04909,0.01243,0,0.94423,0,0.09379,0,0.0615,0,0.05847,0,0.00475,1,0.00024,1,0.00713,1,0.97884,0,0.07537,0,4206,112.64467,37.33865,0.06011,0,0.08172,0.23456,0.0,1.0,0.24026
55021970800,21,0.09015,0.01111,1,0.96816,0,0.10611,0,0.04673,0,0.05823,0,0.00685,1,0.00171,1,0.02757,1,0.94896,0,0.0992,0,5605,128.43571,43.64051,0.08241,0,0.10179,0.29828,0.08105,0.99963,0.35143
55021970900,21,0.03882,0.00341,1,0.9853,0,0.08718,0,0.02772,0,0.06222,0,0.00648,1,0.00259,1,0.0175,0,0.96587,0,0.08221,0,4695,143.67386,32.67818,0.14626,0,0.08541,0.2759,0.13904,0.10259,0.28139
55021971000,21,0.0294,0.00334,1,0.98881,0,0.071,0,0.04457,0,0.06112,0,0.00184,1,0.00105,1,0.02266,0,0.96365,0,0.06864,0,3971,284.50438,13.95761,0.15187,0,0.08903,0.072,0.0,0.0,0.16064
55021971100,21,0.08482,0.01678,1,0.95062,0,0.05336,0,0.06545,0,0.06296,0,0.01314,1,0.02874,1,0.05612,0,0.88831,0,0.06009,0,3622,242.79498,14.91794,0.10779,0,0.07486,0.10109,0.17157,0.99898,0.1787
55021971200,21,0.15029,0.01154,1,0.98561,0,0.05453,0,0.08551,0,0.06687,0,0.03132,0,0.0,1,0.01595,1,0.92487,0,0.08928,0,5200,42.03783,123.69811,0.11355,0,0.09241,0.23759,0.27782,0.27508,0.29047
