geoid,countyfp,job_dens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,pop10,areakm,popdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,pollvoter_dens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
55079000101,79,0.00355,0.02058,1,0.73214,0,0.14602,0,0.3261,0,0.18298,0,0.0143,1,0.64321,0,0.08624,0,0.23391,0,0.00486,0,4822,3.979,1211.86176,0.34203,0,0.00328,0.41816,0.17392,0.13317,0.17374
55079000102,79,0.01635,0.05485,0,0.81049,0,0.15882,0,0.21992,0,0.0989,0,0.06488,1,0.59746,0,0.08362,0,0.24221,0,0.00395,0,3507,6.49667,539.81491,0.09535,0,0.00424,0.35173,0.13916,0.17936,0.18464
55079000201,79,0.0043,0.15919,0,0.74427,0,0.11202,0,0.39543,0,0.11653,0,0.03812,1,0.59791,0,0.20176,0,0.13019,0,0.00435,0,5450,7.90876,689.10965,0.14213,0,0.00386,0.24125,0.20451,0.16155,0.16687
55079000202,79,0.0117,0.03108,1,0.95727,0,0.15843,0,0.13676,0,0.06631,0,0.05265,0,0.45597,0,0.05529,0,0.41202,0,0.00677,0,6101,7.88668,773.5825,0.13125,0,0.00724,0.33133,0.32941,0.14795,0.19566
55079000301,79,0.00027,0.00832,1,0.97164,0,0.06061,0,0.03165,1,0.04579,0,0.04377,1,0.12929,0,0.04512,1,0.78182,0,0.0018,0,1483,2.01225,736.98707,0.2899,0,0.00171,0.3008,0.36031,0.12159,0.27354
55079000302,79,0.00075,0.0155,1,0.8823,0,0.07587,0,0.21946,0,0.0677,0,0.06014,1,0.73048,0,0.04597,1,0.10044,0,0.0028,0,3028,1.80502,1677.54711,0.54999,0,0.00158,0.30712,0.35501,0.11046,0.24848
55079000303,79,5e-05,0.03584,1,0.90422,0,0.13202,0,0.14968,0,0.11917,0,0.03231,1,0.50424,0,0.05985,1,0.32574,0,0.00194,0,1873,1.58867,1178.97661,0.29613,0,0.0017,0.29419,0.35168,0.11952,0.23292
55079000304,79,0.00061,0.04568,0,0.90939,0,0.08486,0,0.11799,1,0.06981,0,0.12475,0,0.44149,0,0.05637,1,0.35765,0,0.00384,0,3382,3.3666,1004.57546,0.11618,0,0.00365,0.33018,0.31324,0.08853,0.20155
55079000400,79,0.00395,0.00475,1,0.84307,0,0.19837,0,0.33607,0,0.14056,0,0.04411,1,0.57421,0,0.06654,1,0.2957,0,0.00266,0,2439,2.40908,1012.41946,0.18358,0,0.00253,0.27785,0.31028,0.3743,0.1916
55079000501,79,0.00593,0.0166,1,0.90022,0,0.10157,0,0.16861,0,0.11137,0,0.01606,1,0.47863,0,0.08003,0,0.3841,0,0.00394,0,3450,4.05072,851.70089,0.02268,0,0.00497,0.2374,0.40239,0.10409,0.25703
55079000502,79,0.00389,0.06423,0,0.84321,0,0.10729,0,0.30926,0,0.10029,0,0.06104,0,0.70206,0,0.06869,0,0.13131,0,0.00455,0,4878,1.78331,2735.36501,0.35273,0,0.00321,0.26196,0.21266,0.12727,0.16251
55079000600,79,0.00852,0.06695,0,0.82275,0,0.08975,0,0.33558,0,0.05439,0,0.11692,0,0.57559,0,0.01685,1,0.24325,0,0.00678,0,6290,3.89282,1615.7952,0.27574,0,0.00617,0.24031,0.32635,0.04138,0.17567
55079000700,79,0.00473,0.0382,1,0.86377,0,0.09261,0,0.17188,0,0.06022,0,0.06652,1,0.60662,0,0.05448,1,0.24747,0,0.00404,0,3580,3.92381,912.37962,0.04974,0,0.00458,0.27532,0.31824,0.03819,0.16508
55079000800,79,0.00095,0.03032,0,0.85513,0,0.13051,0,0.25642,0,0.09367,0,0.09828,1,0.61169,0,0.04163,1,0.20416,0,0.00505,0,5129,3.03695,1688.86752,0.24519,0,0.00455,0.27716,0.2704,0.14719,0.19144
55079000900,79,0.00268,0.01189,1,0.8781,0,0.09203,0,0.24702,0,0.1174,0,0.01549,1,0.69696,0,0.06228,1,0.18653,0,0.00333,0,3694,3.50593,1053.64358,0.18906,0,0.00339,0.23714,0.31939,0.11043,0.18307
55079001000,79,0.00193,0.00117,1,0.82026,0,0.16231,0,0.34615,0,0.05887,0,0.04174,1,0.80733,0,0.00401,1,0.12202,0,0.00345,0,3654,1.53769,2376.29849,0.19537,0,0.00351,0.24067,0.1647,0.34143,0.18533
55079001100,79,0.00159,0.00375,1,0.69806,0,0.16583,0,0.33124,0,0.08854,0,0.0,1,0.76989,0,0.0427,1,0.15191,0,0.00245,0,2800,3.17347,882.31514,0.0,1,0.0038,0.26159,0.30711,0.27959,0.21572
55079001200,79,0.00277,0.06701,0,0.77698,0,0.19295,0,0.42443,0,0.14638,0,0.16784,0,0.72037,0,0.01345,1,0.05669,0,0.00272,0,2985,1.22555,2435.63788,0.55557,0,0.00128,0.16603,0.23734,0.0438,0.06684
55079001300,79,0.00262,0.09223,0,0.80617,0,0.23879,0,0.17328,0,0.07627,0,0.17296,0,0.65478,0,0.05257,1,0.09575,0,0.00392,0,3733,1.97559,1889.56282,0.17682,0,0.00336,0.25848,0.18782,0.07673,0.09815
55079001400,79,0.00038,0.15225,0,0.8154,0,0.09314,0,0.33495,0,0.12847,0,0.27386,0,0.57753,0,0.02296,1,0.11398,0,0.0023,0,2595,1.11115,2335.42259,0.09681,0,0.00201,0.23847,0.29747,0.07044,0.15551
55079001500,79,0.0021,0.13082,0,0.8661,0,0.09636,0,0.35861,0,0.09903,0,0.23939,0,0.54286,0,0.06907,1,0.13731,0,0.00331,0,3173,1.48477,2137.02711,0.30989,0,0.00285,0.21302,0.35328,0.03371,0.1352
55079001600,79,0.00041,0.00688,1,0.82406,0,0.09193,0,0.3036,0,0.15927,0,0.03561,1,0.77371,0,0.05698,1,0.09938,0,0.00296,0,2990,1.31814,2268.33987,0.08607,0,0.00292,0.23154,0.23089,0.11478,0.12198
55079001700,79,0.00091,0.0538,0,0.84419,0,0.15753,0,0.21943,0,0.10498,0,0.09016,0,0.69061,0,0.04076,1,0.14409,0,0.00435,0,4458,1.3242,3366.56619,0.36246,0,0.00348,0.23697,0.36763,0.10348,0.12654
55079001800,79,0.00028,0.05718,0,0.73288,0,0.16755,0,0.34386,0,0.10266,0,0.05116,1,0.64874,0,0.13972,1,0.1548,0,0.00302,0,3153,0.98511,3200.65622,0.19948,0,0.00277,0.23696,0.26019,0.22052,0.20765
55079001900,79,0.0011,0.01318,1,0.82172,0,0.16636,0,0.22186,0,0.06962,0,0.03904,1,0.81197,0,0.0,1,0.1272,0,0.00302,0,3518,0.97929,3592.41008,0.12659,0,0.00285,0.31489,0.25014,0.15,0.21062
55079002000,79,0.00037,0.01637,1,0.75658,0,0.16275,0,0.25932,0,0.14765,0,0.02314,1,0.88468,0,0.00479,1,0.04509,0,0.00275,0,2470,1.07854,2290.13547,0.181,0,0.00272,0.224,0.03739,0.62023,0.16227
55079002100,79,0.00092,0.0,1,0.68784,0,0.13275,0,0.33383,0,0.12647,0,0.0,1,0.88873,0,0.02451,1,0.06127,0,0.00222,0,2474,0.89816,2754.50688,0.2055,0,0.0019,0.2419,0.1192,0.39273,0.14535
55079002200,79,0.00067,0.05872,1,0.78783,0,0.1267,0,0.32057,0,0.1191,0,0.0,1,0.54407,0,0.12067,1,0.31952,0,0.00189,0,1790,1.14414,1564.49543,0.36175,0,0.00138,0.2578,0.28793,0.95921,0.15687
55079002300,79,0.00113,0.00843,1,0.79174,0,0.1585,0,0.31537,0,0.10394,0,0.0,1,0.94231,0,0.02338,1,0.02795,0,0.00432,0,4406,1.8412,2393.00604,0.0,1,0.0049,0.28807,0.19383,0.99814,0.18426
55079002400,79,0.00149,0.02212,1,0.73363,0,0.15739,0,0.36933,0,0.08109,0,0.02047,1,0.81975,0,0.04576,1,0.09675,0,0.00239,0,2244,1.15994,1934.57909,0.13505,0,0.00219,0.28314,0.18676,0.00042,0.12391
55079002500,79,0.00027,0.04575,1,0.81545,0,0.15781,0,0.27398,0,0.0548,0,0.01358,1,0.79485,0,0.06417,1,0.06745,0,0.00216,0,2195,0.55256,3972.39835,0.38741,0,0.00152,0.26985,0.28454,0.0,0.25097
55079002600,79,0.00013,0.0,1,0.85373,0,0.13186,0,0.32475,0,0.10267,0,0.0,1,0.92199,0,0.03006,1,0.03647,1,0.00286,0,2829,0.69884,4048.14119,0.17754,0,0.00238,0.29748,0.22695,7e-05,0.11912
55079002700,79,0.00034,0.01349,1,0.87919,0,0.22391,0,0.41713,0,0.07649,0,0.0,1,0.91229,0,0.0,1,0.07751,1,0.00184,0,1995,0.68639,2906.5253,0.17798,0,0.00166,0.33203,0.27266,0.20461,0.18303
55079002800,79,0.00035,0.00809,1,0.65655,0,0.26185,0,0.32293,0,0.08735,0,0.01123,1,0.88103,0,0.02038,1,0.07945,0,0.0023,0,2252,0.6574,3425.62145,0.18929,0,0.00185,0.29052,0.39521,0.36959,0.22772
55079002900,79,0.00023,0.04779,1,0.8649,0,0.14015,0,0.38562,0,0.08366,0,0.02658,1,0.78431,0,0.09412,1,0.07233,0,0.00185,0,2179,0.65656,3318.81235,0.0,1,0.00204,0.31706,0.41267,0.33326,0.21276
55079003000,79,0.00043,0.02697,1,0.89899,0,0.06997,0,0.21988,0,0.07716,0,0.0918,1,0.65923,0,0.12809,0,0.09552,0,0.00395,0,3782,1.31236,2881.82389,0.11041,0,0.00372,0.34524,0.49977,0.26303,0.27625
55079003100,79,0.00105,0.05632,0,0.89417,0,0.14042,0,0.19156,0,0.12448,0,0.09051,0,0.69109,0,0.08639,1,0.09027,0,0.00421,0,3572,1.25359,2849.40882,0.20533,0,0.00318,0.41459,0.40786,0.21725,0.24498
55079003200,79,0.00054,0.08776,0,0.93306,0,0.15951,0,0.18477,0,0.13574,0,0.13869,0,0.6813,0,0.03836,1,0.12726,0,0.00311,0,2819,0.81309,3467.00657,0.1432,0,0.00273,0.3628,0.46229,0.1212,0.31256
55079003300,79,0.00153,0.07144,0,0.84604,0,0.09167,0,0.22746,0,0.07833,0,0.09192,0,0.64968,0,0.05587,0,0.17308,0,0.0052,0,5182,1.4728,3518.47273,0.1747,0,0.00482,0.30957,0.27866,0.11557,0.22864
55079003400,79,0.00192,0.03232,0,0.88339,0,0.08616,0,0.21969,0,0.06218,0,0.03653,0,0.54026,0,0.025,1,0.2987,0,0.00641,0,5533,2.04329,2707.88839,0.17698,0,0.00571,0.33735,0.35396,0.16102,0.18316
55079003500,79,0.00276,0.0292,0,0.86434,0,0.09318,0,0.21245,0,0.13423,0,0.05872,0,0.8255,0,0.02265,1,0.07746,0,0.00387,0,3410,1.17074,2912.68656,0.31963,0,0.00283,0.40383,0.48667,0.25023,0.28278
55079003600,79,0.00294,0.02165,0,0.76418,0,0.1145,0,0.32342,0,0.08061,0,0.0,1,0.82246,0,0.07054,1,0.0739,0,0.0021,0,1893,1.0089,1876.30276,0.0,1,0.00215,0.44887,0.50349,0.07665,0.22172
55079003700,79,0.00027,0.02949,0,0.92208,0,0.14932,0,0.13877,0,0.07261,0,0.02723,1,0.66007,0,0.04249,1,0.19843,0,0.0027,0,2315,0.6335,3654.27521,0.15141,0,0.00216,0.39836,0.16661,0.21898,0.24136
55079003800,79,0.00061,0.0233,1,0.85106,0,0.1573,0,0.20863,0,0.12408,0,0.0,1,0.8569,0,0.05664,1,0.07004,0,0.00255,0,2196,0.65864,3334.16831,0.12312,0,0.00234,0.37448,0.11521,0.18742,0.24003
55079003900,79,0.00048,0.00372,1,0.7528,0,0.18223,0,0.23675,0,0.11107,0,0.0,1,0.85571,0,0.06817,1,0.05052,1,0.00327,0,2630,0.66381,3961.97811,0.15534,0,0.00244,0.42515,0.21163,0.0,0.23975
55079004000,79,0.00055,0.02925,1,0.78709,0,0.12865,0,0.31086,0,0.09438,0,0.05019,1,0.86067,0,0.01199,1,0.07715,0,0.00226,0,2662,0.64403,4133.37958,0.00807,0,0.00239,0.3268,0.22583,0.99986,0.14036
55079004100,79,0.00262,0.01335,1,0.8102,0,0.14183,0,0.35652,0,0.07065,0,0.0,1,0.8547,0,0.04406,1,0.04552,0,0.00253,0,2565,1.44198,1778.8027,0.0,1,0.00328,0.31519,0.15519,0.00785,0.19899
55079004200,79,0.00125,0.01977,1,0.72798,0,0.19828,0,0.38317,0,0.09682,0,0.00163,1,0.93092,0,0.02121,1,0.01741,0,0.00342,0,3047,0.68974,4417.62147,0.37704,0,0.00212,0.30511,0.42389,0.0,0.12023
55079004300,79,0.00269,0.01014,1,0.80577,0,0.19355,0,0.19347,0,0.09726,0,0.00312,1,0.8963,0,0.01392,1,0.0478,1,0.00506,0,5349,2.0,2674.49914,0.0,1,0.00589,0.3241,0.30342,0.12824,0.17667
55079004400,79,0.00781,0.00883,1,0.78138,0,0.16352,0,0.36012,0,0.12228,0,0.01601,1,0.70455,0,0.03265,0,0.20551,0,0.00352,0,3333,2.33831,1425.38693,0.2974,0,0.00283,0.27853,0.27418,0.10605,0.20781
55079004500,79,0.00061,0.02608,1,0.645,0,0.2097,0,0.48772,0,0.12795,0,0.00047,1,0.87488,0,0.07413,1,0.00897,1,0.00218,0,2478,0.68681,3607.98437,0.13615,0,0.00211,0.23731,0.08561,0.43828,0.13119
55079004600,79,0.00026,0.01512,1,0.6641,0,0.21913,0,0.36428,0,0.08471,0,0.0,1,0.96706,0,0.00627,1,0.02353,1,0.00283,0,2984,0.68359,4365.17042,0.137,0,0.00256,0.29741,0.39682,0.36193,0.20099
55079004700,79,0.00044,0.00639,1,0.69602,0,0.20316,0,0.27688,0,0.0778,0,0.0,1,0.97318,0,0.0,1,0.00773,1,0.00435,0,4021,1.4355,2801.12215,0.19772,0,0.00344,0.32018,0.14281,0.0,0.11813
55079004800,79,0.00069,0.00198,1,0.74809,0,0.17505,0,0.27762,0,0.06709,0,0.00079,1,0.9145,0,0.02157,1,0.0442,0,0.00392,0,4002,0.9947,4023.31592,0.00875,0,0.00371,0.39012,0.42647,0.43204,0.1643
55079004900,79,0.00334,0.00593,1,0.90585,0,0.14412,0,0.26124,0,0.14153,0,0.00022,1,0.73286,0,0.07762,1,0.15303,0,0.00466,0,4506,0.98799,4560.79636,0.18056,0,0.00368,0.39326,0.37727,6e-05,0.25649
55079005000,79,0.00053,0.03212,1,0.87758,0,0.1137,0,0.12388,0,0.08149,0,0.04826,1,0.61667,0,0.0711,1,0.23631,0,0.00573,0,4707,1.14072,4126.33044,0.26224,0,0.00421,0.40577,0.31486,0.05481,0.30493
55079005100,79,0.00182,0.02797,1,0.71364,0,0.17391,0,0.33537,0,0.08313,0,0.02518,1,0.80916,0,0.03671,1,0.10558,0,0.00348,0,3401,2.41723,1406.98285,0.0,1,0.00468,0.37032,0.34908,0.11198,0.19135
55079005200,79,0.00047,0.01951,1,0.88278,0,0.09838,0,0.06928,0,0.08768,0,0.03801,1,0.40221,0,0.06928,1,0.47026,0,0.00177,0,1657,0.68056,2434.76253,0.04166,0,0.00224,0.25659,0.39963,0.11628,0.21805
55079005300,79,0.00088,0.00233,1,0.94298,0,0.12757,0,0.0807,1,0.0798,0,0.00401,1,0.34195,0,0.03344,1,0.49398,0,0.00242,0,1920,0.67071,2862.64448,0.16739,0,0.00253,0.22948,0.30859,0.08021,0.16075
55079005400,79,0.00159,0.01404,1,0.85462,0,0.11295,0,0.13668,0,0.031,0,0.04487,1,0.17052,0,0.03753,1,0.71825,0,0.0041,0,3690,1.33969,2754.36918,0.17659,0,0.00474,0.22801,0.29124,0.14757,0.14221
55079005500,79,0.00099,0.01613,1,0.9557,0,0.07992,0,0.0418,1,0.05512,0,0.01167,1,0.13065,0,0.0942,0,0.71887,0,0.00379,0,3318,1.28627,2579.5482,0.10036,0,0.00459,0.21387,0.26239,0.31529,0.15271
