,osm_id,code,fclass,name,point_x,point_y,lon,lat
0,257005675,2005,post_office,United States Post Office,-88.2772309000,43.3304903000,-88.27723,43.33049
1,257108383,2007,library,Slinger Community Public Library,-88.2795540000,43.3284404000,-88.27955,43.32844
2,268161172,2002,fire_station,Slinger Fire Department,-88.2877698000,43.3338645000,-88.28777,43.33386
3,349537076,2005,post_office,West Bend Post Office,-88.1839833000,43.4244442000,-88.18398,43.42444
4,349537089,2005,post_office,Hartford Post Office,-88.3772890000,43.3197935000,-88.37729,43.31979
5,367808756,2007,library,West Bend Community Memorial Library,-88.1845388000,43.4211110000,-88.18454,43.42111
6,367808757,2007,library,Jack Russell Memorial Library,-88.3770513000,43.3188226000,-88.37705,43.31882
7,367810026,2008,town_hall,Hartford City Hall,-88.3790557000,43.3192985000,-88.37906,43.3193
8,457205162,2001,police,City of West Bend Police Department,-88.1803697000,43.4054134000,-88.18037,43.40541
9,457214763,2002,fire_station,,-88.1855066000,43.4265668000,-88.18551,43.42657
10,477193414,2001,police,Slinger Police Department,-88.2798202000,43.3280503000,-88.27982,43.32805
11,663914516,2001,police,Germantown Police Department,-88.1187436000,43.2203286000,-88.11874,43.22033
12,669880998,2002,fire_station,Germantown Fire Department Station 1,-88.1101606000,43.2329838000,-88.11016,43.23298
13,670127236,2002,fire_station,Germantown Fire Department Station 2,-88.1418223000,43.2276988000,-88.14182,43.2277
14,3586813183,2008,town_hall,West Bend City Hall,-88.1806091000,43.4056208000,-88.18061,43.40562
15,3627345661,2008,town_hall,Town of Trenton,-88.0899406000,43.4250185000,-88.08994,43.42502
16,3801691809,2001,police,Hartford Police Department,-88.3790556000,43.3193649000,-88.37906,43.31936
17,3801693622,2002,fire_station,,-88.3804842000,43.3198328000,-88.38048,43.31983
18,4665523236,2005,post_office,United States Post Office,-88.3402833000,43.4206962000,-88.34028,43.4207
19,4881007858,2002,fire_station,Boltonville Fire Department,-88.0995101000,43.5280428000,-88.09951,43.52804
20,4900630048,2005,post_office,Colgate Post Office,-88.2070184000,43.1930922000,-88.20702,43.19309
21,5996131795,2009,courthouse,Washington County Justice Center,-88.1721441000,43.4275285000,-88.17214,43.42753
22,5996131796,2001,police,Washington County Sheriff Department,-88.1722514000,43.4283700000,-88.17225,43.42837
