geoid,countyfp,job_dens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,pop10,areakm,popdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,pollvoter_dens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
55055100100,55,0.07952,0.00966,1,0.9779,0,0.10105,0,0.14493,0,0.10562,0,0.01039,1,0.00032,1,0.05785,1,0.91946,0,0.07273,0,5794,17.71013,327.15745,0.31404,0,0.06055,0.2515,0.2057,0.0,0.1915
55055100200,55,0.06823,0.00738,1,0.8837,0,0.13285,0,0.16387,0,0.0784,0,0.0,1,0.01149,1,0.05514,1,0.89719,0,0.03672,0,3660,1.6064,2278.3926,0.31183,0,0.0276,0.24375,0.15486,0.0,0.2501
55055100300,55,0.08658,0.02413,1,0.94829,0,0.09511,0,0.07555,0,0.13406,0,0.00551,1,0.01329,1,0.11655,0,0.83628,0,0.07266,0,6312,14.07205,448.54887,0.24967,0,0.06879,0.22888,0.17264,0.0,0.16675
55055100400,55,0.06474,0.03045,0,0.95446,0,0.04949,0,0.04573,1,0.0559,0,0.0086,1,0.00182,1,0.09691,0,0.85315,0,0.07196,0,5816,211.37089,27.51562,0.17329,0,0.06868,0.28949,0.22275,,0.35256
55055100500,55,0.08063,0.04167,0,0.97523,0,0.07252,0,0.0736,0,0.04285,0,0.00665,1,0.00804,1,0.09683,0,0.86775,0,0.07273,0,6350,26.97076,235.44015,0.14711,0,0.07202,0.27706,0.22418,0.35989,0.34582
55055100601,55,0.00521,0.00332,1,1.0,0,0.08467,0,0.05479,0,0.04062,0,0.0,1,0.0,1,0.02062,1,0.97938,0,0.01929,0,1535,69.76486,22.00248,0.0791,0,0.02324,0.1943,0.15222,1.0,0.21328
55055100602,55,0.00924,0.00281,1,0.9726,0,0.10321,0,0.02967,1,0.03967,0,0.0,1,0.0003,1,0.01272,1,0.97093,0,0.04214,0,3299,112.316,29.37248,0.14235,0,0.04352,0.25773,0.65029,0.4768,0.32683
55055100700,55,0.0525,0.01955,0,0.98347,0,0.0632,0,0.04885,0,0.07271,0,0.00798,1,0.0082,1,0.03236,0,0.93873,0,0.0536,0,4630,119.86883,38.62555,0.12195,0,0.06089,0.1802,0.17096,1.0,0.15108
55055100800,55,0.01867,0.00222,1,0.97529,0,0.10893,0,0.08506,0,0.07086,0,0.00047,1,0.0,1,0.0183,0,0.96762,0,0.05182,0,4006,147.21534,27.21184,0.14171,0,0.06174,0.13565,0.1291,0.0,0.15222
55055100900,55,0.01055,0.00578,1,0.98651,0,0.10535,0,0.05016,0,0.07313,0,0.00449,1,0.0,1,0.03115,0,0.95723,0,0.04849,0,3868,203.10788,19.04407,0.06045,0,0.06425,0.09965,0.04912,0.99878,0.18906
55055101000,55,0.0391,0.02583,1,0.92665,0,0.10256,0,0.1075,0,0.0453,0,0.01126,1,0.00358,1,0.09393,0,0.88585,0,0.04524,0,3881,15.78407,245.88074,0.25441,0,0.04519,0.19883,0.09865,0.18813,0.17183
55055101100,55,0.07606,0.03659,0,0.98298,0,0.12285,0,0.06401,0,0.10069,0,0.00455,1,0.01408,1,0.10069,0,0.87267,0,0.05414,0,4477,12.89856,347.09305,0.37254,0,0.03848,0.20098,0.05672,0.21847,0.09893
