provider,lat,lon,num_stops_per_week,score
Metro Transit-City of Madison,43.09374,-89.34147,163,1
Metro Transit-City of Madison,43.07643,-89.38592,0,0
Metro Transit-City of Madison,43.07294,-89.38235,0,0
Metro Transit-City of Madison,43.07247,-89.38527,0,0
Metro Transit-City of Madison,43.07727,-89.38341,0,0
Metro Transit-City of Madison,43.07639,-89.38193,0,0
Metro Transit-City of Madison,43.0735,-89.38672,0,0
Metro Transit-City of Madison,43.07558,-89.38119,0,0
Metro Transit-City of Madison,43.07512,-89.38786,0,0
Metro Transit-City of Madison,43.07411,-89.38072,0,0
Metro Transit-City of Madison,43.03896,-89.39465,0,0
Metro Transit-City of Madison,43.0389,-89.39482,2648,3
Metro Transit-City of Madison,43.11292,-89.35853,0,0
Metro Transit-City of Madison,43.11325,-89.35854,3146,3
Metro Transit-City of Madison,43.05386,-89.47545,0,0
Metro Transit-City of Madison,43.05388,-89.4751,5234,4
Metro Transit-City of Madison,43.09862,-89.32225,0,0
Metro Transit-City of Madison,43.09862,-89.32215,3530,3
Metro Transit-City of Madison,43.12616,-89.30714,0,0
Metro Transit-City of Madison,43.12658,-89.30696,2820,3
Metro Transit-City of Madison,43.07095,-89.40698,724,1
Metro Transit-City of Madison,43.07593,-89.40015,1722,2
Metro Transit-City of Madison,43.07569,-89.39694,128,1
Metro Transit-City of Madison,43.0719,-89.39734,852,1
Metro Transit-City of Madison,43.07081,-89.39788,852,1
Metro Transit-City of Madison,43.07848,-89.38982,128,1
Metro Transit-City of Madison,43.07464,-89.4126,40,1
Metro Transit-City of Madison,43.07553,-89.39719,852,1
Metro Transit-City of Madison,43.07613,-89.40566,870,1
Metro Transit-City of Madison,43.07665,-89.40714,128,1
Metro Transit-City of Madison,43.076,-89.40366,870,1
Metro Transit-City of Madison,43.07089,-89.4037,724,1
Metro Transit-City of Madison,43.07217,-89.39762,128,1
Metro Transit-City of Madison,43.07084,-89.40002,852,1
Metro Transit-City of Madison,43.07415,-89.39233,182,1
Metro Transit-City of Madison,43.07684,-89.39214,128,1
Metro Transit-City of Madison,43.07752,-89.38806,128,1
Metro Transit-City of Madison,43.07574,-89.40018,256,1
Metro Transit-City of Madison,43.0734,-89.40136,1592,2
Metro Transit-City of Madison,43.07114,-89.40423,220,1
Metro Transit-City of Madison,43.05438,-89.39653,386,1
Metro Transit-City of Madison,43.04992,-89.39256,14,1
Metro Transit-City of Madison,43.06501,-89.3976,210,1
Metro Transit-City of Madison,43.06798,-89.40072,622,1
Metro Transit-City of Madison,43.03847,-89.40112,540,1
Metro Transit-City of Madison,43.04896,-89.39429,216,1
Metro Transit-City of Madison,43.07328,-89.41315,388,1
Metro Transit-City of Madison,43.05398,-89.39919,194,1
Metro Transit-City of Madison,43.05387,-89.39178,182,1
Metro Transit-City of Madison,43.04119,-89.38436,162,1
Metro Transit-City of Madison,43.05213,-89.38075,168,1
Metro Transit-City of Madison,43.06287,-89.40419,208,1
Metro Transit-City of Madison,43.07348,-89.40941,746,1
Metro Transit-City of Madison,43.07015,-89.38707,182,1
Metro Transit-City of Madison,43.06509,-89.401,174,1
Metro Transit-City of Madison,43.04585,-89.37555,172,1
Metro Transit-City of Madison,43.06518,-89.4039,206,1
Metro Transit-City of Madison,43.07279,-89.38707,246,1
Metro Transit-City of Madison,43.04164,-89.40411,194,1
Metro Transit-City of Madison,43.04292,-89.39175,162,1
Metro Transit-City of Madison,43.03843,-89.39795,540,1
Metro Transit-City of Madison,43.05645,-89.39872,384,1
Metro Transit-City of Madison,43.07343,-89.40706,1072,2
Metro Transit-City of Madison,43.0711,-89.40108,510,1
Metro Transit-City of Madison,43.05225,-89.39481,216,1
Metro Transit-City of Madison,43.07525,-89.41041,764,1
Metro Transit-City of Madison,43.05409,-89.39197,176,1
Metro Transit-City of Madison,43.04705,-89.39381,224,1
Metro Transit-City of Madison,43.06745,-89.40421,208,1
Metro Transit-City of Madison,43.04321,-89.37698,168,1
Metro Transit-City of Madison,43.06785,-89.40713,336,1
Metro Transit-City of Madison,43.06367,-89.40053,162,1
Metro Transit-City of Madison,43.04547,-89.39195,168,1
Metro Transit-City of Madison,43.06607,-89.39612,210,1
Metro Transit-City of Madison,43.06762,-89.39659,12,1
Metro Transit-City of Madison,43.07343,-89.40388,1068,2
Metro Transit-City of Madison,43.07246,-89.38714,254,1
Metro Transit-City of Madison,43.06692,-89.41388,326,1
Metro Transit-City of Madison,43.04724,-89.37468,176,1
Metro Transit-City of Madison,43.07209,-89.40887,326,1
Metro Transit-City of Madison,43.07189,-89.38245,8,1
Metro Transit-City of Madison,43.06017,-89.40053,410,1
