geoid,countyfp,job_dens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,pop10,areakm,popdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,pollvoter_dens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
55043960100,43,0.05543,0.02083,0,0.91506,0,0.1359,0,0.13778,0,0.07848,0,0.00154,1,0.00641,1,0.02513,1,0.96281,0,0.06882,0,3656,368.43574,9.92303,0.34349,0,0.0643,0.09506,0.0,,0.13466
55043960200,43,0.1157,0.00146,1,0.94973,0,0.11152,0,0.08636,0,0.07257,0,0.00211,1,0.06765,0,0.01334,1,0.9066,0,0.08492,0,4376,100.45469,43.56193,0.36148,0,0.07647,0.08052,0.33333,,0.02797
55043960300,43,0.09673,0.03895,1,0.93569,0,0.08141,0,0.13237,0,0.12235,0,0.00535,1,0.0,1,0.01838,1,0.97627,0,0.07767,0,4116,253.65623,16.22669,0.31211,0,0.07322,0.11749,0.01932,,0.12354
55043960400,43,0.03498,0.0218,0,0.97226,0,0.09267,0,0.13401,0,0.08969,0,0.00507,1,0.00209,1,0.03814,0,0.94517,0,0.06145,0,3509,540.28101,6.49477,0.23138,0,0.07406,0.08208,0.54309,,0.1597
55043960500,43,0.03537,0.02526,0,0.95049,0,0.06344,0,0.13678,0,0.07194,0,0.00373,1,0.0,1,0.01347,0,0.97077,0,0.06649,0,3864,600.23707,6.43746,0.2022,0,0.07679,0.07971,0.65249,,0.11225
55043960600,43,0.03708,0.05881,0,0.90113,0,0.10558,0,0.10017,0,0.07969,0,0.00164,1,0.00109,1,0.0071,1,0.98281,0,0.0644,0,3784,495.99325,7.62914,0.20495,0,0.07495,0.07665,0.88148,0.33333,0.18007
55043960700,43,0.17777,0.00806,1,0.95679,0,0.09562,0,0.11045,0,0.11937,0,0.01745,1,0.00961,0,0.00835,1,0.94917,0,0.07447,0,4075,22.2556,183.09996,0.26575,0,0.05289,0.38627,0.0,,0.29981
55043960800,43,0.02467,0.01531,0,0.97323,0,0.0869,0,0.07681,0,0.07728,0,0.00356,1,0.0,1,0.01246,1,0.98184,0,0.05383,0,3037,269.21823,11.28081,0.04219,0,0.07581,0.09739,0.28571,1e-05,0.12434
55043960900,43,0.2022,0.01243,1,0.91283,0,0.06555,0,0.36681,0,0.35018,0,0.03131,1,0.04935,0,0.02021,0,0.89913,0,0.09991,0,4245,30.17029,140.70131,0.2143,0,0.08845,0.23784,0.17132,0.2707,0.16597
55043961000,43,0.10258,0.00233,1,0.93187,0,0.0655,0,0.21795,0,0.49454,0,0.02197,0,0.00552,1,0.02029,0,0.93192,0,0.18238,0,7749,17.72788,437.10802,0.30515,0,0.16171,0.18,0.06841,0.31807,0.13494
55043961100,43,0.05441,0.00533,1,0.97577,0,0.10171,0,0.0664,0,0.1049,0,0.0,1,0.00983,1,0.00066,1,0.98317,0,0.08603,0,4462,198.82714,22.4416,0.18574,0,0.09724,0.12352,0.09,1.0,0.12078
55043961200,43,0.06308,0.01011,1,0.97958,0,0.04167,0,0.10705,0,0.07132,0,0.0,1,0.0,1,0.01306,1,0.9722,0,0.07964,0,4335,167.58876,25.86689,0.21831,0,0.08412,0.16963,0.81118,1.0,0.06533
