geoid,countyfp,job_dens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,pop10,areakm,popdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,pollvoter_dens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
55109120100,109,0.05568,0.00215,1,0.91971,0,0.08688,0,0.05686,0,0.08827,0,0.00408,1,0.0,1,0.00918,1,0.97245,0,0.02229,0,2033,3.17932,639.44504,0.08319,0,0.02115,0.35066,0.50701,0.22943,0.33931
55109120201,109,0.11543,0.01617,1,0.96994,0,0.05698,0,0.07972,0,0.07716,0,0.0066,1,0.01025,1,0.02329,1,0.94943,0,0.06918,0,5861,7.34716,797.72297,0.07844,0,0.06074,0.39842,0.55958,0.46794,0.33356
55109120202,109,0.05609,0.02545,1,0.99263,0,0.05657,0,0.02168,0,0.07733,0,0.05015,1,0.01102,1,0.02774,1,0.89732,0,0.05954,0,5161,37.08705,139.15909,0.04646,0,0.05892,0.34435,0.45906,0.18264,0.44623
55109120300,109,0.02091,0.0,1,1.0,0,0.03856,0,0.041,1,0.05345,0,0.00502,1,0.00121,1,0.01557,1,0.9533,0,0.06818,0,5794,23.08643,250.96998,0.03368,0,0.06576,0.33768,0.15298,0.22307,0.44428
55109120400,109,0.0804,0.02349,1,0.99007,0,0.0613,0,0.03756,0,0.08361,0,0.01775,1,0.00896,1,0.02836,1,0.92673,0,0.12224,0,10513,223.22109,47.0968,0.06645,0,0.13537,0.2012,0.29123,0.30755,0.25329
55109120501,109,0.09786,0.0151,1,0.88049,0,0.0662,0,0.0618,0,0.09132,0,0.00243,1,0.01139,0,0.00317,1,0.97722,0,0.06201,0,5445,59.99554,90.75674,0.09805,0,0.05847,0.26678,0.4514,0.02579,0.23855
55109120502,109,0.08241,0.00057,1,0.98168,0,0.09948,0,0.02553,1,0.10157,0,0.00053,1,0.00445,1,0.04081,0,0.91981,0,0.06216,0,5201,37.06151,140.33427,0.18879,0,0.04794,0.32709,0.12002,0.0,0.36014
55109120600,109,0.0153,0.00933,1,0.98308,0,0.07013,0,0.03261,0,0.06836,0,0.02074,0,0.0035,1,0.00567,1,0.9543,0,0.09448,0,7569,372.38169,20.32592,0.17954,0,0.09781,0.16513,0.24744,0.00176,0.23515
55109120700,109,0.02374,0.01364,0,0.95995,0,0.10552,0,0.09633,0,0.07011,0,0.00065,1,0.00087,1,0.01154,1,0.96299,0,0.05275,0,4569,375.21933,12.17688,0.18341,0,0.05804,0.07719,0.16659,,0.02505
55109120800,109,0.14149,0.00472,1,0.96056,0,0.07157,0,0.04938,0,0.06256,0,0.00365,1,0.00073,1,0.03201,0,0.93951,0,0.09247,0,8341,279.69905,29.82134,0.13062,0,0.09747,0.16089,0.19755,0.0,0.21313
55109120901,109,0.05146,0.00682,1,0.95215,0,0.06103,0,0.03509,0,0.0922,0,0.0,1,0.0016,1,0.0302,1,0.96362,0,0.05183,0,4121,33.89895,121.56718,0.11845,0,0.04393,0.3564,0.0,0.0,0.25414
55109120903,109,0.18568,0.01227,1,0.96786,0,0.06839,0,0.04121,0,0.07914,0,0.00469,1,0.02236,1,0.03463,0,0.93234,0,0.11538,0,8609,80.36589,107.12256,0.07252,0,0.10235,0.37849,0.33114,0.3141,0.32268
55109120904,109,0.01509,0.00721,1,0.99659,0,0.05625,0,0.01937,0,0.06086,0,0.0178,1,0.00481,1,0.00962,1,0.92639,0,0.04597,0,4036,193.47586,20.86048,0.0,1,0.0578,0.23302,0.18571,0.01216,0.3378
55109121000,109,0.05846,0.00982,0,0.98257,0,0.06944,0,0.04729,0,0.06826,0,0.00767,1,0.00862,0,0.02585,0,0.93578,0,0.08152,0,7092,179.39377,39.53315,0.12968,0,0.09426,0.13196,0.42936,0.00071,0.18914
