geoid,countyfp,job_dens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,pop10,areakm,popdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,pollvoter_dens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
55141010100,141,0.03019,0.02317,0,0.96107,0,0.09643,0,0.12164,0,0.06958,0,0.00064,1,0.00235,1,0.03501,1,0.94877,0,0.06109,0,4710,360.84589,13.05266,0.22876,0,0.0692,0.06163,0.0,0.0,0.05457
55141010200,141,0.04185,0.00875,1,0.96154,0,0.10297,0,0.10551,0,0.09515,0,0.03795,0,0.00019,1,0.01586,1,0.93959,0,0.07099,0,4967,51.32073,96.78349,0.17301,0,0.07652,0.17274,0.33083,0.62387,0.2681
55141010300,141,0.02495,0.00488,1,0.9427,0,0.11165,0,0.1299,0,0.1119,0,0.00459,1,0.03,1,0.05154,0,0.90964,0,0.0404,0,2963,2.23413,1326.24303,0.48064,0,0.02693,0.20333,0.00084,0.03623,0.13746
55141010400,141,0.14128,0.00655,1,0.97899,0,0.13072,0,0.09602,0,0.081,0,0.01649,1,0.0,1,0.02003,1,0.95906,0,0.04721,0,3400,11.58939,293.37172,0.2155,0,0.04842,0.19186,0.10882,0.15583,0.1969
55141010500,141,0.03019,0.00248,1,0.92479,0,0.09135,0,0.0891,0,0.08611,0,0.01287,1,0.0,1,0.01716,1,0.94655,0,0.04226,0,3311,6.32679,523.33023,0.21068,0,0.04281,0.23147,0.40976,0.51147,0.17448
55141010600,141,0.25094,0.0,1,0.8409,0,0.08451,0,0.09183,0,0.11751,0,0.03893,1,0.00908,1,0.02078,1,0.89133,0,0.05932,0,4469,5.13923,869.58629,0.25113,0,0.05174,0.2646,0.23286,0.51127,0.22819
55141010700,141,0.01305,0.00396,1,0.9881,0,0.06945,0,0.06238,0,0.06071,0,0.01253,1,0.0,1,0.01156,1,0.96925,0,0.06807,0,5076,278.275,18.24095,0.05267,0,0.09495,0.10604,0.29319,0.93806,0.20768
55141010800,141,0.01564,0.00264,1,0.97288,0,0.11511,0,0.08715,0,0.06412,0,0.0018,1,0.0,1,0.01045,0,0.97406,0,0.03881,0,2888,558.50326,5.17096,0.12155,0,0.0494,0.07311,0.0,,0.19502
55141010900,141,0.02421,0.02822,0,0.95998,0,0.08903,0,0.04914,0,0.05971,0,0.00145,1,0.00193,1,0.03674,0,0.92096,0,0.05446,0,4088,424.47394,9.63074,0.16087,0,0.06856,0.07696,0.00104,0.0,0.14611
55141011000,141,0.0771,0.03009,1,0.92335,0,0.13886,0,0.21034,0,0.10821,0,0.05455,1,0.01279,1,0.04478,1,0.86549,0,0.07496,0,5695,34.30666,166.00276,0.27513,0,0.06074,0.26233,0.25349,0.0,0.11172
55141011100,141,0.08934,0.00447,1,0.95887,0,0.16149,0,0.1104,0,0.0828,0,0.02481,1,0.00223,1,0.06496,0,0.87761,0,0.04897,0,3523,118.35228,29.76706,0.22782,0,0.05251,0.11168,0.12826,0.0,0.10691
55141011200,141,0.02665,0.00262,1,0.94302,0,0.155,0,0.17284,0,0.10178,0,0.01,1,0.02701,1,0.03401,1,0.90023,0,0.05552,0,3911,26.26385,148.91189,0.36525,0,0.04153,0.22253,0.30328,0.04177,0.13298
55141011300,141,0.06825,0.06809,1,0.97592,0,0.11626,0,0.08563,0,0.04557,0,0.07304,1,0.0,1,0.09497,1,0.79451,0,0.06047,0,4607,13.45536,342.39134,0.25105,0,0.05138,0.29533,0.07729,0.04314,0.29283
55141011400,141,0.08644,0.01216,1,0.88866,0,0.12495,0,0.09879,0,0.02999,0,0.02183,1,0.01204,1,0.01877,1,0.92309,0,0.06763,0,5308,11.98901,442.73864,0.23063,0,0.05364,0.34497,0.22949,0.16352,0.28609
55141011500,141,0.0235,0.01041,1,0.98335,0,0.09046,0,0.026,1,0.02968,0,0.00876,1,0.00072,1,0.00465,1,0.98194,0,0.07753,0,5945,34.1261,174.20685,0.01568,0,0.08016,0.37424,0.35826,0.31248,0.33367
55141011600,141,0.01249,0.0,1,0.97897,0,0.10495,0,0.12492,0,0.06927,0,0.0,1,0.0048,1,0.0036,1,0.98599,0,0.07373,0,5148,133.38202,38.59591,0.23402,0,0.07273,0.19995,0.00017,0.0,0.1827
55141011700,141,0.04395,0.00694,0,0.94516,0,0.13587,0,0.10115,0,0.05128,0,0.00723,1,0.00587,1,0.01762,1,0.93404,0,0.05861,0,4740,25.85911,183.30099,0.25526,0,0.05878,0.13691,0.09789,0.0,0.17239
