geoid,countyfp,job_dens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,pop10,areakm,popdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,pollvoter_dens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
55139000100,139,0.00133,0.00821,1,0.93778,0,0.11991,0,0.17369,0,0.06517,0,0.0,1,0.02251,1,0.04621,0,0.92062,0,0.01503,0,2935,1.44502,2031.11982,0.25728,0,0.01508,0.27861,0.14916,0.3659,0.21788
55139000200,139,0.00374,0.00765,1,0.77026,0,0.12376,0,0.20838,0,0.12379,0,0.00427,1,0.04075,1,0.06674,1,0.8863,0,0.01548,0,2559,1.39715,1831.58652,0.35662,0,0.01331,0.28876,0.23321,0.20645,0.20291
55139000300,139,0.00392,0.02878,1,0.94118,0,0.12404,0,0.1504,0,0.04896,0,0.06883,0,0.04872,1,0.01608,1,0.85525,0,0.02393,0,4151,75.43922,55.02443,0.27082,0,0.02347,0.30782,0.22086,0.17392,0.30293
55139000400,139,0.02079,0.00676,1,0.88129,0,0.12897,0,0.21421,0,0.10951,0,0.03982,1,0.01236,1,0.0079,1,0.92619,0,0.01719,0,2701,2.82269,956.89032,0.23814,0,0.01849,0.25806,0.37009,0.30052,0.19455
55139000500,139,0.06964,0.03662,1,0.89069,0,0.13783,0,0.33895,0,0.42467,0,0.02373,1,0.02434,1,0.05333,0,0.88268,0,0.0421,0,6131,2.44496,2507.60243,0.33201,0,0.0331,0.25145,0.29996,0.2442,0.154
55139000700,139,0.02221,0.00063,1,0.9115,0,0.02153,0,0.66138,0,0.91485,0,0.01163,1,0.02201,0,0.0297,0,0.91215,0,0.03517,0,5503,1.28876,4269.99853,0.15005,0,0.04263,0.128,0.05499,0.12391,0.09887
55139000800,139,0.00355,0.05527,1,0.93637,0,0.08024,0,0.19736,0,0.17518,0,0.07682,1,0.00932,1,0.00932,1,0.89232,0,0.01734,0,3117,1.38624,2248.53154,0.26779,0,0.0155,0.31871,0.3043,0.12789,0.16894
55139000900,139,0.00925,0.02728,1,0.91969,0,0.10256,0,0.13276,0,0.14107,0,0.04437,1,0.03953,1,0.02645,1,0.88481,0,0.02041,0,3276,4.60619,711.21674,0.10476,0,0.02552,0.25627,0.57562,0.1516,0.13111
55139001000,139,0.00567,0.03191,1,0.97617,0,0.11694,0,0.14849,0,0.19207,0,0.03092,1,0.03601,1,0.07967,0,0.84031,0,0.017,0,2718,3.14668,863.76783,0.30533,0,0.01353,0.37674,0.46469,0.15553,0.24121
55139001100,139,0.0228,0.04847,0,0.89836,0,0.10053,0,0.14048,0,0.12917,0,0.08333,0,0.02269,1,0.02245,1,0.84352,0,0.02518,0,4215,2.74791,1533.89153,0.26744,0,0.02252,0.3149,0.41839,0.06834,0.18587
55139001200,139,0.00963,0.01592,1,0.87939,0,0.1663,0,0.11873,0,0.08337,0,0.00815,1,0.00335,1,0.01246,1,0.96119,0,0.01219,0,2028,1.74455,1162.47731,0.13948,0,0.01369,0.276,0.23447,0.05491,0.24561
55139001300,139,0.02974,0.0,1,0.89483,0,0.15203,0,0.22808,0,0.06534,0,0.00487,1,0.02394,1,0.00609,1,0.9306,0,0.01389,0,2664,3.02127,881.74936,0.0,1,0.01768,0.37008,0.22896,0.12001,0.29216
55139001400,139,0.0119,0.0,1,0.96304,0,0.0907,0,0.10005,0,0.05441,0,0.00231,1,0.03388,1,0.02567,1,0.92736,0,0.02328,0,3983,6.30081,632.14118,0.34562,0,0.01928,0.33029,0.30061,0.11869,0.27522
55139001500,139,0.05385,0.01275,1,0.94096,0,0.17006,0,0.16027,0,0.10841,0,0.00844,1,0.0211,1,0.05648,0,0.9088,0,0.01787,0,3168,5.65411,560.30013,0.25524,0,0.01825,0.25651,0.34224,0.16204,0.17985
55139001600,139,0.05002,0.02381,0,0.97977,0,0.07239,0,0.12789,0,0.09544,0,0.0738,0,0.10719,0,0.0268,0,0.77118,0,0.03173,0,4039,57.53123,70.20535,0.48426,0,0.0233,0.23839,0.32396,0.15779,0.26997
55139001700,139,0.02703,0.00804,1,0.93721,0,0.14239,0,0.05197,0,0.08484,0,0.00386,1,0.12587,0,0.03699,0,0.79702,0,0.03585,0,5310,36.51124,145.43466,0.0,1,0.02417,0.20721,0.20647,0.06869,0.11002
55139001801,139,0.06418,0.00652,1,0.99407,0,0.05225,0,0.04352,0,0.04997,0,0.01627,1,0.01879,1,0.0031,1,0.93821,0,0.02896,0,5493,15.96465,344.07269,0.05724,0,0.03587,0.33323,0.29391,0.16401,0.31192
55139001803,139,0.04642,0.01509,1,0.96162,0,0.08331,0,0.05765,0,0.1159,0,0.03803,1,0.00326,1,0.02628,0,0.92997,0,0.03831,0,5737,10.94659,524.09026,0.18905,0,0.03702,0.3931,0.42205,0.32819,0.3477
55139001804,139,0.00538,0.01055,1,0.97439,0,0.05539,0,0.0437,0,0.06114,0,0.05339,0,0.00603,1,0.00237,1,0.93219,0,0.02696,0,4475,14.35467,311.74526,0.0,1,0.03348,0.33856,0.55308,0.22311,0.25178
55139001900,139,0.01996,0.0278,1,0.9728,0,0.10987,0,0.04232,0,0.06709,0,0.02765,1,0.0,1,0.02135,0,0.94694,0,0.03036,0,5016,187.38907,26.76784,0.13502,0,0.03898,0.21739,0.28285,0.10336,0.10183
55139002000,139,0.01511,0.00131,1,0.97949,0,0.08672,0,0.0836,0,0.0735,0,0.0101,1,0.0,1,0.05835,1,0.9272,0,0.04005,0,6932,191.17588,36.2598,0.12069,0,0.04949,0.24322,0.28001,0.33332,0.23908
55139002100,139,0.00126,0.04411,1,0.98219,0,0.10056,0,0.05349,0,0.06763,0,0.0013,1,0.00181,1,0.05545,1,0.92485,0,0.02245,0,3572,294.44358,12.13136,0.14236,0,0.03291,0.09522,0.30279,0.0,0.17071
55139002201,139,0.01332,0.00411,1,0.96732,0,0.09869,0,0.03668,0,0.04647,0,0.00103,1,0.0,1,0.0181,1,0.97388,0,0.02839,0,4733,94.14255,50.27482,0.07071,0,0.03699,0.24017,0.33328,0.0,0.14736
55139002202,139,0.00206,0.00224,1,0.97581,0,0.10595,0,0.06049,0,0.0479,0,0.00594,1,0.0,1,0.01399,1,0.96748,0,0.01772,0,2952,170.87788,17.2755,0.12725,0,0.02479,0.14053,1e-05,0.09132,0.2256
55139002300,139,0.02655,0.00539,1,0.99816,0,0.03703,0,0.01913,1,0.07175,0,0.01178,1,0.0025,1,0.01785,1,0.96109,0,0.03275,0,5288,167.27685,31.61226,0.04513,0,0.03649,0.3832,0.20049,0.42861,0.38249
55139002400,139,0.11618,0.00639,1,0.9593,0,0.04817,0,0.05998,0,0.07776,0,0.02835,0,0.00288,1,0.05719,0,0.89091,0,0.05993,0,9874,24.02744,410.94677,0.15673,0,0.05078,0.46606,0.35175,0.3552,0.3634
55139002500,139,0.03074,0.06288,0,0.86892,0,0.09303,0,0.13456,0,0.11383,0,0.10985,0,0.06357,0,0.0298,1,0.77275,0,0.02896,0,5045,3.70975,1359.93125,0.40689,0,0.0217,0.34468,0.34892,0.27679,0.39055
55139002601,139,0.03155,0.07244,0,0.94344,0,0.09704,0,0.08447,0,0.08806,0,0.04483,1,0.00637,1,0.07745,0,0.81061,0,0.02219,0,3916,7.00064,559.37723,0.16587,0,0.0215,0.40535,0.20765,0.2704,0.26945
